1.003518 0.008440 0.765853 0.064803 8.692089 1.094187 13.241394 -16.981349 ./BAOfit_CATALPTCICz0.638G960S1005638091_zspace.parabola.R-loc_scaled2.2-loc_scaled5.dat
1.002072 0.010868 0.611547 0.069645 8.113504 1.410571 12.471666 -15.552397 ./BAOfit_CATALPTCICz0.638G960S1010008301_zspace.parabola.R-loc_scaled2.2-loc_scaled5.dat
1.010202 0.011577 0.691862 0.087447 9.647439 1.613568 8.680710 -14.140080 ./BAOfit_CATALPTCICz0.638G960S1016650678_zspace.parabola.R-loc_scaled2.2-loc_scaled5.dat
1.000300 0.010625 0.729442 0.069939 8.869302 1.208394 11.450050 -15.703344 ./BAOfit_CATALPTCICz0.638G960S1019876248_zspace.parabola.R-loc_scaled2.2-loc_scaled5.dat
0.995329 0.009267 0.894563 0.091278 11.362637 1.392434 10.874210 -14.135077 ./BAOfit_CATALPTCICz0.638G960S1023560380_zspace.parabola.R-loc_scaled2.2-loc_scaled5.dat
1.001353 0.007669 0.812618 0.064591 9.050009 1.025012 10.147669 -15.031854 ./BAOfit_CATALPTCICz0.638G960S1028968541_zspace.parabola.R-loc_scaled2.2-loc_scaled5.dat
0.998617 0.008910 0.722104 0.075726 9.236895 1.346800 12.494564 -16.372061 ./BAOfit_CATALPTCICz0.638G960S1029148515_zspace.parabola.R-loc_scaled2.2-loc_scaled5.dat
1.013635 0.007272 0.767755 0.079957 8.997406 1.370049 20.260161 -20.939654 ./BAOfit_CATALPTCICz0.638G960S1036580043_zspace.parabola.R-loc_scaled2.2-loc_scaled5.dat
1.006398 0.011553 0.769584 0.109534 11.347806 1.888460 5.752280 -12.418041 ./BAOfit_CATALPTCICz0.638G960S1038702849_zspace.parabola.R-loc_scaled2.2-loc_scaled5.dat
1.003232 0.010281 0.824115 0.098223 11.329817 1.526232 7.858526 -13.557872 ./BAOfit_CATALPTCICz0.638G960S1043428010_zspace.parabola.R-loc_scaled2.2-loc_scaled5.dat
