0.998480 0.005825 1.556119 0.094602 7.047580 1.098816 10.302745 -13.810967 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1005638091.parabola.sigma0.0_
1.006877 0.005324 1.394098 0.058670 5.511978 0.510747 7.318795 -13.626200 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1010008301.parabola.sigma0.0_
1.008209 0.005695 1.550727 0.090841 6.875568 1.078755 9.605042 -13.407361 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1016650678.parabola.sigma0.0_
1.005130 0.006179 1.429279 0.074196 6.229959 0.876094 12.290006 -14.697153 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1019876248.parabola.sigma0.0_
1.006134 0.006270 1.527814 0.100587 7.057587 1.213511 13.236368 -15.232474 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1023560380.parabola.sigma0.0_
1.009203 0.005694 1.577222 0.103136 6.972353 1.212760 19.108448 -18.291601 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1028968541.parabola.sigma0.0_
1.002572 0.006334 1.484135 0.097683 7.104495 1.212229 10.433205 -13.626498 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1029148515.parabola.sigma0.0_
1.005877 0.005397 1.572639 0.079854 6.460157 0.905712 13.937877 -15.395639 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1036580043.parabola.sigma0.0_
1.002088 0.005856 1.499605 0.088289 6.574272 1.102558 11.360927 -14.431197 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1038702849.parabola.sigma0.0_
1.007004 0.005532 1.589796 0.087776 7.072778 0.998614 19.559724 -18.841070 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1043428010.parabola.sigma0.0_
1.001133 0.006195 1.738428 0.119026 9.007486 1.206482 4.741256 -11.088893 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1043834222.parabola.sigma0.0_
1.002050 0.005538 1.450083 0.060871 5.949672 0.551357 15.341752 -18.104201 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1047385959.parabola.sigma0.0_
1.000297 0.006455 1.325557 0.063463 5.599888 0.604318 11.286296 -14.960738 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1052114297.parabola.sigma0.0_
0.995151 0.005680 1.453669 0.072084 6.099079 0.869867 18.630652 -18.807721 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1057271749.parabola.sigma0.0_
1.000521 0.005684 1.572690 0.086904 6.997056 0.994940 6.537728 -12.103147 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1067749740.parabola.sigma0.0_
1.012060 0.006498 1.415626 0.081398 6.475751 1.060853 11.276372 -13.867024 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1070802123.parabola.sigma0.0_
1.009501 0.006774 1.470808 0.101686 7.144182 1.233964 10.681556 -13.724044 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1072910539.parabola.sigma0.0_
1.003457 0.006124 1.518499 0.087286 6.945263 1.009581 17.800200 -17.734723 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1076873484.parabola.sigma0.0_
1.009740 0.006036 1.535895 0.094118 7.000343 1.085548 18.074325 -17.496899 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1079655868.parabola.sigma0.0_
1.000984 0.006093 1.675332 0.117400 8.434604 1.284982 12.237445 -14.773698 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1082345827.parabola.sigma0.0_
0.995283 0.004852 1.471238 0.050761 5.373364 0.400151 9.677204 -15.707402 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1089996733.parabola.sigma0.0_
1.003748 0.006401 1.503053 0.095625 7.335830 1.172713 11.247765 -13.811896 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1090208157.parabola.sigma0.0_
1.007856 0.006241 1.510428 0.092881 6.949505 1.098961 11.693496 -14.331326 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1090249413.parabola.sigma0.0_
1.012270 0.007134 1.421748 0.097822 7.063785 1.239276 18.432240 -17.292280 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S109224375.parabola.sigma0.0_
1.004062 0.005865 1.466385 0.059831 5.646964 0.585337 14.844597 -17.923288 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1093443331.parabola.sigma0.0_
1.011738 0.005187 1.504743 0.063973 5.856251 0.710657 17.156301 -17.443264 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S110218404.parabola.sigma0.0_
0.999897 0.006362 1.386904 0.072468 5.999740 0.893732 14.653865 -15.728886 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1106086967.parabola.sigma0.0_
1.002639 0.005590 1.513748 0.075768 6.314595 0.864800 22.094129 -20.468051 box5/real/smooth/parabola_0.8/baofit/individual_gal_nowt/TwoPCF_CATALPTCICz0.638G960S1125987812.parabola.sigma0.0_
