936.350 1038.651 2376.786 2452.419
390.047 357.565 389.986 519.123
1502.788 1462.806 1770.181 1920.065
2081.107 2073.373 530.848 523.430
760.606 802.896 1311.891 1326.039
1529.632 1543.963 348.735 377.909
1140.175 1136.011 1962.940 2021.688
1481.036 1558.447 116.126 106.133
162.629 311.657 2372.214 2489.795
761.534 854.283 244.180 288.112
305.096 267.875 1237.942 1375.708
646.950 665.194 1656.306 1716.221
1366.776 1516.594 462.136 573.064
2348.747 2424.229 2237.068 2377.345
221.231 186.178 489.957 510.925
971.693 1093.342 678.373 705.625
702.336 686.423 1356.740 1473.081
186.377 296.727 2467.217 2462.862
13.805 111.078 2038.654 2140.357
1928.176 1955.771 185.112 164.187
2157.759 2179.840 1558.245 1526.859
777.456 879.279 812.958 896.371
2218.032 2197.852 1180.537 1279.088
1901.963 2012.058 1403.193 1457.854
1306.832 1267.818 1068.853 1046.333
78.573 97.346 1591.026 1648.642
2268.916 2306.894 623.231 730.243
571.995 585.847 192.450 180.596
2324.244 2406.827 2020.301 2150.495
2009.180 2143.594 466.425 530.195
2018.600 2038.103 2240.228 2218.140
569.838 689.343 1067.769 1195.817
17.380 56.764 1276.868 1277.192
299.663 444.147 844.038 864.580
1296.977 1325.604 1757.547 1907.806
2406.118 2461.470 629.456 645.533
712.101 789.916 92.217 148.655
128.697 266.252 696.616 700.430
362.237 515.269 1223.632 1227.945
1680.339 1683.768 1904.049 2005.594
919.458 1002.065 1580.765 1643.821
225.724 245.782 2088.256 2081.462
101.938 193.352 1477.232 1436.452
1280.233 1365.169 566.239 557.014
1727.344 1870.592 966.838 950.244
852.666 993.506 283.684 415.053
644.854 764.200 1649.960 1716.902
1324.126 1298.649 604.631 739.976
2251.045 2274.753 1582.754 1608.497
1814.889 1948.208 2242.776 2354.652
1605.079 1593.307 210.350 345.962
1516.073 1492.269 22.993 111.595
12.654 78.302 402.020 496.301
1629.903 1728.241 560.673 564.025
813.499 899.328 1866.229 1991.975
1644.032 1618.669 1420.772 1450.216
663.006 813.510 609.974 644.495
2230.116 2344.980 1577.847 1634.276
1442.260 1437.210 1231.294 1331.686
701.931 786.927 60.790 52.114
2351.146 2490.021 2384.821 2414.755
38.642 80.180 2320.796 2470.029
2409.050 2423.841 2132.524 2165.445
2127.842 2117.642 792.305 859.567
2340.387 2410.301 1740.074 1715.411
1537.518 1521.437 2475.135 2500.000
1537.518 1521.437 0.000 34.702
2193.433 2288.738 1851.922 1948.320
898.728 1016.502 733.980 851.904
2167.681 2225.851 2283.101 2339.306
1995.738 2092.033 1624.910 1739.970
2225.013 2256.032 844.988 819.686
1445.700 1494.722 89.856 154.286
716.353 678.355 1477.083 1440.454
2056.501 2037.815 900.477 960.827
1924.984 2005.464 539.553 512.524
129.204 193.233 1328.387 1411.774
1815.228 1874.390 2439.630 2460.123
1987.965 2031.661 677.081 648.674
63.377 186.475 2406.621 2500.000
63.377 186.475 0.000 1.718
1022.382 1009.571 433.236 439.186
1373.067 1461.008 1786.490 1798.378
2387.163 2453.936 1844.742 1922.988
1049.000 1076.096 619.327 726.798
35.984 1.086 290.182 254.229
2138.651 2189.388 1759.145 1734.613
1229.040 1219.582 1183.679 1226.351
996.262 1079.182 1539.625 1504.588
936.532 993.060 1564.650 1691.849
1646.734 1616.750 407.336 491.722
66.278 210.226 1464.439 1535.435
970.425 1017.977 1608.221 1673.246
2353.662 2500.000 965.257 1102.228
0.000 1.802 965.257 1102.228
489.478 465.535 173.403 132.949
236.107 206.247 1707.517 1727.214
2112.188 2230.984 58.180 70.452
295.412 377.102 1741.843 1873.239
1837.678 1849.986 2008.702 2000.092
1876.537 2030.540 2017.087 2055.512
930.045 954.108 1941.032 2083.086
2146.032 2252.108 1072.485 1179.295
