1220.521 1487.228 966.630 1151.323 0.810
665.381 885.819 592.488 895.850 0.858
298.834 602.569 1140.396 1425.733 0.927
1879.783 2230.086 176.852 455.208 0.870
950.642 1231.200 214.346 406.912 0.913
489.188 713.899 776.786 977.684 0.851
1422.018 1695.084 1072.652 1292.510 0.778
360.383 698.619 1556.015 1851.524 0.906
1975.172 2347.590 758.550 1038.060 0.807
1189.305 1456.162 2117.777 2452.597 0.987
813.460 1101.810 1889.306 2085.234 0.881
2206.840 2435.784 2155.165 2348.103 0.896
1698.587 2038.147 375.764 675.636 0.911
2183.084 2433.917 980.025 1168.669 0.807
576.761 857.070 859.086 1103.302 0.926
1770.631 2025.982 598.176 780.288 0.937
1470.414 1766.459 860.492 1045.111 0.767
2160.340 2410.023 250.419 540.123 0.895
1639.610 1881.771 1460.001 1647.869 0.880
378.543 686.820 1957.701 2269.506 0.831
1929.422 2264.532 1662.655 1868.954 0.910
1314.719 1538.395 768.818 1132.019 0.970
932.019 1164.283 1199.491 1561.782 0.958
1312.882 1617.103 1086.411 1301.262 0.919
545.822 834.912 414.404 733.817 0.884
655.428 836.986 415.868 721.249 0.872
477.238 675.804 634.181 870.440 0.826
108.511 457.042 515.417 892.627 0.849
1647.061 2000.598 1450.027 1673.015 0.922
509.767 849.053 1564.619 1750.377 0.955
96.594 286.547 877.429 1070.070 0.812
1945.742 2258.936 960.116 1179.230 0.826
994.813 1297.372 459.752 829.993 0.942
1127.160 1391.742 1167.386 1435.810 0.990
1116.416 1451.442 2124.450 2459.379 0.879
1661.758 1907.641 1904.825 2180.625 0.956
18.760 287.182 55.960 378.617 0.886
1469.894 1837.492 628.974 828.910 0.877
2035.557 2400.246 1559.372 1852.935 0.837
485.890 765.641 10.355 291.081 0.977
