610.260 737.214 483.315 528.254 0.810
332.690 413.374 296.244 459.852 0.858
149.417 313.398 570.198 715.781 0.927
939.891 1150.441 88.426 227.028 0.870
475.321 616.124 107.173 159.985 0.913
244.594 329.551 388.393 449.537 0.851
711.009 844.321 536.326 616.429 0.778
180.191 378.673 778.007 933.762 0.906
987.586 1220.250 379.275 519.031 0.807
594.652 721.756 1058.888 1250.000 0.987
594.652 721.756 0.000 3.954 0.987
406.730 555.326 944.653 1000.826 0.881
1103.420 1192.610 1077.583 1130.766 0.896
849.293 1049.099 187.882 348.000 0.911
1091.542 1202.621 490.012 538.902 0.807
288.381 428.935 429.543 534.005 0.926
885.315 1000.912 299.088 341.445 0.937
735.207 891.498 430.246 475.111 0.767
1080.170 1190.099 125.209 275.159 0.895
819.805 922.211 730.000 778.114 0.880
189.272 357.794 978.851 1150.901 0.831
964.711 1160.067 831.327 897.873 0.910
657.359 741.281 384.409 607.855 0.970
466.010 558.519 599.745 822.283 0.958
656.441 820.908 543.206 618.302 0.919
272.911 422.247 207.202 386.860 0.884
327.714 369.518 207.934 373.560 0.872
238.619 297.431 317.090 413.596 0.826
54.256 263.032 257.708 495.164 0.849
823.530 1037.314 725.013 808.248 0.922
254.884 454.415 782.310 828.313 0.955
48.297 98.496 438.714 491.601 0.812
972.871 1146.311 480.058 559.418 0.826
497.406 660.212 229.876 460.362 0.942
563.580 688.408 583.693 712.362 0.990
558.208 753.480 1062.225 1250.000 0.879
558.208 753.480 0.000 7.400 0.879
830.879 937.008 952.413 1088.459 0.956
9.380 138.048 27.980 210.883 0.886
734.947 962.791 314.487 374.669 0.877
1017.779 1242.713 779.686 933.495 0.837
242.945 382.942 5.178 146.149 0.977
