0.000 279.508 0.000 279.508 0.546
0.000 279.508 279.508 559.017 0.803
0.000 279.508 559.017 838.525 0.900
0.000 279.508 838.525 1118.034 0.900
0.000 279.508 1118.034 1397.542 0.544
0.000 279.508 1397.542 1677.051 0.831
0.000 279.508 1677.051 1956.559 0.709
0.000 279.508 1956.559 2236.068 0.888
0.000 279.508 2236.068 2515.576 0.550
279.508 559.017 0.000 279.508 0.734
279.508 559.017 279.508 559.017 0.719
279.508 559.017 559.017 838.525 0.865
279.508 559.017 838.525 1118.034 0.886
279.508 559.017 1118.034 1397.542 0.547
279.508 559.017 1397.542 1677.051 0.694
279.508 559.017 1677.051 1956.559 0.849
279.508 559.017 1956.559 2236.068 0.693
279.508 559.017 2236.068 2515.576 0.646
559.017 838.525 0.000 279.508 0.845
559.017 838.525 279.508 559.017 0.766
559.017 838.525 559.017 838.525 0.867
559.017 838.525 838.525 1118.034 0.521
559.017 838.525 1118.034 1397.542 0.916
559.017 838.525 1397.542 1677.051 0.993
559.017 838.525 1677.051 1956.559 0.781
559.017 838.525 1956.559 2236.068 0.695
559.017 838.525 2236.068 2515.576 0.856
838.525 1118.034 0.000 279.508 0.686
838.525 1118.034 279.508 559.017 0.705
838.525 1118.034 559.017 838.525 0.898
838.525 1118.034 838.525 1118.034 0.798
838.525 1118.034 1118.034 1397.542 0.779
838.525 1118.034 1397.542 1677.051 0.821
838.525 1118.034 1677.051 1956.559 0.764
838.525 1118.034 1956.559 2236.068 0.772
838.525 1118.034 2236.068 2515.576 0.879
1118.034 1397.542 0.000 279.508 0.865
1118.034 1397.542 279.508 559.017 0.828
1118.034 1397.542 559.017 838.525 0.967
1118.034 1397.542 838.525 1118.034 0.800
1118.034 1397.542 1118.034 1397.542 0.944
1118.034 1397.542 1397.542 1677.051 0.721
1118.034 1397.542 1677.051 1956.559 0.969
1118.034 1397.542 1956.559 2236.068 0.770
1118.034 1397.542 2236.068 2515.576 0.999
1397.542 1677.051 0.000 279.508 0.633
1397.542 1677.051 279.508 559.017 0.715
1397.542 1677.051 559.017 838.525 0.877
1397.542 1677.051 838.525 1118.034 0.822
1397.542 1677.051 1118.034 1397.542 0.756
1397.542 1677.051 1397.542 1677.051 0.616
1397.542 1677.051 1677.051 1956.559 0.643
1397.542 1677.051 1956.559 2236.068 0.752
1397.542 1677.051 2236.068 2515.576 0.972
1677.051 1956.559 0.000 279.508 0.752
1677.051 1956.559 279.508 559.017 0.548
1677.051 1956.559 559.017 838.525 0.627
1677.051 1956.559 838.525 1118.034 0.686
1677.051 1956.559 1118.034 1397.542 0.673
1677.051 1956.559 1397.542 1677.051 0.841
1677.051 1956.559 1677.051 1956.559 0.701
1677.051 1956.559 1956.559 2236.068 0.914
1677.051 1956.559 2236.068 2515.576 0.875
1956.559 2236.068 0.000 279.508 0.720
1956.559 2236.068 279.508 559.017 0.717
1956.559 2236.068 559.017 838.525 0.801
1956.559 2236.068 838.525 1118.034 0.690
1956.559 2236.068 1118.034 1397.542 0.858
1956.559 2236.068 1397.542 1677.051 0.992
1956.559 2236.068 1677.051 1956.559 0.616
1956.559 2236.068 1956.559 2236.068 0.820
1956.559 2236.068 2236.068 2515.576 0.932
2236.068 2515.576 0.000 279.508 0.552
2236.068 2515.576 279.508 559.017 0.776
2236.068 2515.576 559.017 838.525 0.832
2236.068 2515.576 838.525 1118.034 0.889
2236.068 2515.576 1118.034 1397.542 0.883
2236.068 2515.576 1397.542 1677.051 0.958
2236.068 2515.576 1677.051 1956.559 0.968
2236.068 2515.576 1956.559 2236.068 0.952
2236.068 2515.576 2236.068 2515.576 0.858
