1089.987 1379.428 64.816 331.389 0.810
511.622 751.061 1548.177 1781.051 0.858
1552.835 1759.259 1322.855 1605.079 0.927
2134.938 2483.759 1235.592 1431.030 0.870
1263.115 1528.248 163.216 362.031 0.913
565.030 788.600 267.364 516.838 0.851
1169.469 1477.059 504.358 780.481 0.778
1984.094 2196.062 1450.010 1769.669 0.906
2411.378 2500.000 1250.021 1497.852 0.807
0.000 268.790 1250.021 1497.852 0.807
1091.868 1378.497 1941.398 2311.655 0.987
1360.520 1613.297 205.237 554.916 0.881
617.943 996.222 167.861 541.485 0.896
2000.646 2333.146 1504.543 1717.896 0.911
891.561 1267.700 114.197 381.977 0.807
1260.001 1491.459 808.853 1065.740 0.926
948.026 1287.016 32.543 265.930 0.937
1456.712 1768.661 63.877 320.891 0.767
877.180 1251.270 1377.445 1579.509 0.895
783.146 1110.335 104.494 415.505 0.880
1609.605 1823.209 1653.703 2009.542 0.831
1945.020 2298.312 334.886 664.150 0.910
552.095 850.020 2296.147 2500.000 0.970
552.095 850.020 0.000 44.903 0.970
659.446 922.902 2284.789 2500.000 0.958
659.446 922.902 0.000 72.335 0.958
1558.908 1856.668 441.780 719.142 0.919
1369.769 1598.440 1748.802 1965.635 0.884
25.625 264.168 1573.399 1790.365 0.872
238.220 460.714 709.390 946.019 0.826
2112.783 2302.065 2471.274 2500.000 0.849
2112.783 2302.065 0.000 197.206 0.849
2175.365 2500.000 543.506 853.619 0.922
0.000 3.224 543.506 853.619 0.922
1997.214 2222.637 78.119 398.553 0.955
130.557 318.766 164.159 422.698 0.812
1671.068 2025.829 495.068 761.054 0.826
1538.136 1807.248 2384.150 2500.000 0.942
1538.136 1807.248 0.000 105.068 0.942
1063.418 1344.450 1111.436 1396.091 0.990
1943.970 2224.034 1942.757 2313.616 0.879
829.684 1158.868 1203.645 1554.722 0.956
1111.427 1292.626 1789.368 1973.916 0.886
2351.126 2500.000 255.345 491.505 0.877
0.000 163.028 255.345 491.505 0.877
2314.754 2500.000 1425.686 1745.647 0.837
0.000 177.605 1425.686 1745.647 0.837
1253.041 1476.314 1265.217 1445.658 0.977
